method,coverage_percent,coverage_alpha50_percent,valid_pixels,total_pixels,image_id,point_to_input__count,point_to_input__mean_mm,point_to_input__median_mm,point_to_input__p95_mm,point_to_input__rmse_mm,point_to_input__above_30mm_percent,common_all5_point_to_input__count,common_all5_point_to_input__mean_mm,common_all5_point_to_input__median_mm,common_all5_point_to_input__p95_mm,common_all5_point_to_input__rmse_mm,common_all5_point_to_input__above_30mm_percent,own_valid_depth__count,own_valid_depth__mean_mm,own_valid_depth__median_mm,own_valid_depth__p95_mm,own_valid_depth__rmse_mm,own_valid_depth__above_30mm_percent,own_valid_depth__behind_first_surface_gt30mm_percent,own_valid_depth__in_front_of_surface_gt30mm_percent,common_all5_depth__count,common_all5_depth__mean_mm,common_all5_depth__median_mm,common_all5_depth__p95_mm,common_all5_depth__rmse_mm,common_all5_depth__above_30mm_percent,common_all5_depth__behind_first_surface_gt30mm_percent,common_all5_depth__in_front_of_surface_gt30mm_percent,alpha50_own_valid_depth__count,alpha50_own_valid_depth__mean_mm,alpha50_own_valid_depth__median_mm,alpha50_own_valid_depth__p95_mm,alpha50_own_valid_depth__rmse_mm,alpha50_own_valid_depth__above_30mm_percent,alpha50_own_valid_depth__behind_first_surface_gt30mm_percent,alpha50_own_valid_depth__in_front_of_surface_gt30mm_percent,common_all5_alpha50_depth__count,common_all5_alpha50_depth__mean_mm,common_all5_alpha50_depth__median_mm,common_all5_alpha50_depth__p95_mm,common_all5_alpha50_depth__rmse_mm,common_all5_alpha50_depth__above_30mm_percent,common_all5_alpha50_depth__behind_first_surface_gt30mm_percent,common_all5_alpha50_depth__in_front_of_surface_gt30mm_percent,interior_common_all5_depth__count,interior_common_all5_depth__mean_mm,interior_common_all5_depth__median_mm,interior_common_all5_depth__p95_mm,interior_common_all5_depth__rmse_mm,interior_common_all5_depth__above_30mm_percent,interior_common_all5_depth__behind_first_surface_gt30mm_percent,interior_common_all5_depth__in_front_of_surface_gt30mm_percent
method_a_gaussian,100.0,100.0,709120,709120,3409,709120,5.743398728353557,5.156384531269197,11.685150404449637,7.111472074839677,0.4514045577617328,153659,4.766129074368944,4.26080451095527,10.41334498683624,6.434155116823834,0.4620620985428774,709120,5.694186262789087,3.166153669357352,13.278128814697327,16.82972930491684,1.3828407039711192,0.09673962093862816,1.286101083032491,153659,5.222471974773763,2.104520797729492,12.157697296142581,18.50488472011041,1.7148360981133548,0.03969829297340214,1.6751378051399528,709120,5.694186262789087,3.166153669357352,13.278128814697327,16.82972930491684,1.3828407039711192,0.09673962093862816,1.286101083032491,153659,5.222471974773763,2.104520797729492,12.157697296142581,18.50488472011041,1.7148360981133548,0.03969829297340214,1.6751378051399528,149848,4.3226350862760645,2.0587267875671333,11.130114459991495,13.474179682330492,1.0510650792803375,0.040707917356254335,1.010357161924083
method_b_zbuffer,21.66896999097473,21.66896999097473,153659,709120,3409,153659,0.9881483798209251,1.0005029597139639,1.55500924961023,1.0486846869386366,0.0,153659,0.9881483798209251,1.0005029597139639,1.55500924961023,1.0486846869386366,0.0,153659,67.95541808311614,31.091152191162095,227.32951469421388,103.24049787046687,55.219674734314296,55.10253223045836,0.11714250385594074,153659,67.95541808311614,31.091152191162095,227.32951469421388,103.24049787046687,55.219674734314296,55.10253223045836,0.11714250385594074,153659,67.95541808311614,31.091152191162095,227.32951469421388,103.24049787046687,55.219674734314296,55.10253223045836,0.11714250385594074,153659,67.95541808311614,31.091152191162095,227.32951469421388,103.24049787046687,55.219674734314296,55.10253223045836,0.11714250385594074,149848,67.48409034693391,31.089783668518113,225.61284270286552,102.28440386732622,55.27934974107095,55.27801505525599,0.0013346858149591587
method_c_first_center_s05,100.0,100.0,709120,709120,3409,709120,7.6142958123906865,5.210795558975923,19.360936018630877,9.566611883963695,0.0,153659,5.952178305247919,4.586194184192377,17.372712582541254,7.7003642763181555,0.0,709120,10.183439232754624,1.125372886657705,31.55858047008508,27.85660239590549,6.181041290613718,0.0,6.181041290613718,153659,8.985725353317097,1.0925540924071608,32.10347728729246,29.614908213686373,6.313980957835207,0.0,6.313980957835207,709120,10.183439232754624,1.125372886657705,31.55858047008508,27.85660239590549,6.181041290613718,0.0,6.181041290613718,153659,8.985725353317097,1.0925540924071608,32.10347728729246,29.614908213686373,6.313980957835207,0.0,6.313980957835207,149848,7.866642541055717,1.0733671188354332,30.790729808807402,25.89114029729857,5.482889327852224,0.0,5.482889327852224
method_d_first_peak_s05,100.0,100.0,709120,709120,3409,709120,7.415677108655959,6.804665523752159,13.635601434260554,8.137412537432592,0.0,153659,6.5574348302640795,6.111243493964432,13.044664401867937,7.335115748216653,0.0,709120,10.15890307701747,4.896284103393489,26.275518941879245,26.322102052533886,4.00552797833935,0.0,4.00552797833935,153659,9.818954929767909,4.20337295532236,27.850153064727944,28.632451398307943,4.546430732986678,0.0,4.546430732986678,709120,10.15890307701747,4.896284103393489,26.275518941879245,26.322102052533886,4.00552797833935,0.0,4.00552797833935,153659,9.818954929767909,4.20337295532236,27.850153064727944,28.632451398307943,4.546430732986678,0.0,4.546430732986678,149848,8.773758646599354,4.144113063812238,24.927908658981387,24.958215752200054,3.705087822326624,0.0,3.705087822326624
method_e_first_peak_s01,98.28858303249098,50.41488041516246,696984,709120,3409,696984,3.136827220873457,3.2263299979956623,4.924308201192332,3.3514939343803474,0.0,153659,2.5683368592837863,2.5939038254156643,4.801834877369397,2.9309533664867047,0.0,696984,12.426330359550636,1.3174047470092543,85.49667460918421,32.32200845660367,10.075123675722828,9.398924509027468,0.6761991666953617,153659,8.730993253421532,0.9820985794066761,32.04586687088022,26.86996094234161,5.8772997351277825,5.012397581658087,0.8649021534696958,357502,8.864646153793037,1.0544214248656703,32.271019744872994,27.471753201668605,5.88668035423578,4.96332887648181,0.9233514777539706,153659,8.730993253421532,0.9820985794066761,32.04586687088022,26.86996094234161,5.8772997351277825,5.012397581658087,0.8649021534696958,149848,8.028051734244304,0.9587388038634348,30.882444047927823,24.279504718616607,5.349420746356308,5.07647749719716,0.2729432491591479
method_a_gaussian,100.0,100.0,709120,709120,3481,709120,6.846964388240499,5.501688693612983,17.243618383362048,8.592070966633395,0.5888989169675091,68227,4.692649655636632,3.672342594791448,13.496660264525545,6.579669865113838,0.3180559016225248,709120,6.1146650742968065,3.987943172454822,19.15241847038271,9.611053943550521,1.3478677797833936,0.6357175090252708,0.7121502707581228,68227,4.683546987522639,1.785047531127848,17.977497434616037,9.102240252767867,1.4935436117666026,0.39720345317836053,1.0963401585882422,709120,6.1146650742968065,3.987943172454822,19.15241847038271,9.611053943550521,1.3478677797833936,0.6357175090252708,0.7121502707581228,68227,4.683546987522639,1.785047531127848,17.977497434616037,9.102240252767867,1.4935436117666026,0.39720345317836053,1.0963401585882422,66360,4.392393245935584,1.7677338123321396,16.802107095718334,8.043799515838051,0.8574442435201928,0.40837854128993367,0.44906570223025916
method_b_zbuffer,9.621361687725631,9.621361687725631,68227,709120,3481,68227,0.8317191296319332,0.8286568361078201,1.3326171194247467,0.8833835773470468,0.0,68227,0.8317191296319332,0.8286568361078201,1.3326171194247467,0.8833835773470468,0.0,68227,49.04113823145814,39.26148462295531,134.54015331268303,70.5584112914344,51.4532369882891,51.3139959253668,0.13924106292230348,68227,49.04113823145814,39.26148462295531,134.54015331268303,70.5584112914344,51.4532369882891,51.3139959253668,0.13924106292230348,68227,49.04113823145814,39.26148462295531,134.54015331268303,70.5584112914344,51.4532369882891,51.3139959253668,0.13924106292230348,68227,49.04113823145814,39.26148462295531,134.54015331268303,70.5584112914344,51.4532369882891,51.3139959253668,0.13924106292230348,66360,49.26704232471402,45.522754907608046,134.52965302467334,70.72000362432037,51.729957805907176,51.729957805907176,0.0
method_c_first_center_s05,100.0,100.0,709120,709120,3481,709120,7.722692259521153,6.14259814289349,18.59272787687511,8.99427705060499,0.0,68227,7.009247325607678,5.676174471710755,17.313522812475476,8.247472867645133,0.0,709120,8.524919432632977,4.309601306915267,27.819650959968552,14.104775865115823,4.379230595667869,0.0,4.379230595667869,68227,8.775288307845171,4.309433937072837,33.7570198059082,15.053342201885243,6.205754320137189,0.0,6.205754320137189,709120,8.524919432632977,4.309601306915267,27.819650959968552,14.104775865115823,4.379230595667869,0.0,4.379230595667869,68227,8.775288307845171,4.309433937072837,33.7570198059082,15.053342201885243,6.205754320137189,0.0,6.205754320137189,66360,8.490965814170814,4.305269479751573,31.57116699218743,14.353405427639501,5.417420132610006,0.0,5.417420132610006
method_d_first_peak_s05,100.0,100.0,709120,709120,3481,709120,7.20866531942536,6.733879163456239,12.95959207199416,7.890555709948134,0.0,68227,7.012641306388668,6.769813019702311,13.159675171869775,7.8776569559867395,0.0,709120,7.856895340267669,5.063648223876949,21.77737610340107,13.334942238674985,3.9034296028880866,0.0,3.9034296028880866,68227,8.930910984955817,5.831405639648457,32.848100709915215,14.930979092649366,5.480235097542028,0.0,5.480235097542028,709120,7.856895340267669,5.063648223876949,21.77737610340107,13.334942238674985,3.9034296028880866,0.0,3.9034296028880866,68227,8.930910984955817,5.831405639648457,32.848100709915215,14.930979092649366,5.480235097542028,0.0,5.480235097542028,66360,8.61262680357519,5.797070026397733,28.022642326354987,14.157823986575393,4.689572031344183,0.0,4.689572031344183
method_e_first_peak_s01,90.87742554151625,25.83526060469314,644430,709120,3481,644430,2.87828027799425,2.9739213434397733,4.472564075817691,3.0700444829975075,0.0,68227,1.8308755678872946,1.1833757581461928,4.203743233762728,2.242193238759819,0.0,644430,20.42667807596473,1.5095546245575409,91.26582312583928,40.63136683371886,23.111897335629937,22.58150613720652,0.530391198423413,68227,12.887183542817834,0.8978052139281267,86.82780871391294,31.6827639851697,13.957817286411538,13.176601638647456,0.7812156477640817,183203,12.195225071040447,1.0106678009033088,85.26174211502075,30.5053751105344,13.189740342679979,12.340409272773918,0.8493310699060606,68227,12.887183542817834,0.8978052139281267,86.82780871391294,31.6827639851697,13.957817286411538,13.176601638647456,0.7812156477640817,66360,12.815409421230957,0.8692169189453147,87.02245481014252,31.774006606882754,13.691983122362869,13.485533453887886,0.20644966847498492
method_a_gaussian,100.0,100.0,709120,709120,3505,709120,7.324107269522624,5.816214483896959,10.554990726681453,16.180421340275448,1.3480087996389893,393075,7.627209734515879,5.9475614866694055,11.284162859706631,16.871563383962453,1.6854289893786172,709120,18.77983108992934,4.92791199684145,42.61025228500371,82.37123372783265,7.324148240072202,0.02848601083032491,7.295662229241877,393075,22.85366715868716,5.624877929687688,59.068921661376876,91.9794569661392,10.503847866183298,0.02035235006042104,10.483495516122877,709120,18.77983108992934,4.92791199684145,42.61025228500371,82.37123372783265,7.324148240072202,0.02848601083032491,7.295662229241877,393075,22.85366715868716,5.624877929687688,59.068921661376876,91.9794569661392,10.503847866183298,0.02035235006042104,10.483495516122877,325320,11.130070124784401,4.500780105590851,22.419382476806796,53.35409150071704,2.5777695807205214,0.022439444239518012,2.5553301364810035
method_b_zbuffer,55.431379738267154,55.431379738267154,393075,709120,3505,393075,2.0261623698147395,1.9262783221787807,3.8544321225412084,2.2632402497752016,0.0,393075,2.0261623698147395,1.9262783221787807,3.8544321225412084,2.2632402497752016,0.0,393075,87.51042879749859,6.756286621093732,435.2101883888237,223.36933907699836,37.03135533931184,36.122622909114035,0.9087324301977994,393075,87.51042879749859,6.756286621093732,435.2101883888237,223.36933907699836,37.03135533931184,36.122622909114035,0.9087324301977994,393075,87.51042879749859,6.756286621093732,435.2101883888237,223.36933907699836,37.03135533931184,36.122622909114035,0.9087324301977994,393075,87.51042879749859,6.756286621093732,435.2101883888237,223.36933907699836,37.03135533931184,36.122622909114035,0.9087324301977994,325320,92.023596143853,6.869067668914819,526.7582949161525,231.03333076553616,39.99047092093938,39.99047092093938,0.0
method_c_first_center_s05,100.0,100.0,709120,709120,3505,709120,14.589434480650176,15.312789767062851,21.113643285040606,15.257377015925556,0.002256317689530686,393075,13.520421336286837,13.258847698789676,20.524476391531266,14.249360853014684,0.0017808306302868411,709120,43.963146208788835,21.7306146621703,100.93837232589713,126.79446374801462,28.56540500902527,0.0,28.56540500902527,393075,49.530364379829436,20.59449386596679,137.7518301010131,139.42227068276694,33.8271322266743,0.0,33.8271322266743,709120,43.963146208788835,21.7306146621703,100.93837232589713,126.79446374801462,28.56540500902527,0.0,28.56540500902527,393075,49.530364379829436,20.59449386596679,137.7518301010131,139.42227068276694,33.8271322266743,0.0,33.8271322266743,325320,34.677503010938786,17.771585464477436,59.381263208389285,112.53897121366187,24.104881347596212,0.0,24.104881347596212
method_d_first_peak_s05,100.0,100.0,709120,709120,3505,709120,11.394419996025553,11.710541843347174,17.465441390667714,12.040790870958453,0.0,393075,11.649545667714206,12.081227241795215,18.26335201360942,12.447294680634846,0.0,709120,39.158136583679095,15.384964466095052,97.1615010261535,125.59872309825643,21.98922608303249,0.0,21.98922608303249,393075,46.45694235495694,17.719333648681612,135.39234371185293,138.5414902681106,29.296953507600332,0.0,29.296953507600332,709120,39.158136583679095,15.384964466095052,97.1615010261535,125.59872309825643,21.98922608303249,0.0,21.98922608303249,393075,46.45694235495694,17.719333648681612,135.39234371185293,138.5414902681106,29.296953507600332,0.0,29.296953507600332,325320,31.639912439689827,14.999404907226621,55.08746633529667,111.66948835262477,18.868191319316367,0.0,18.868191319316367
method_e_first_peak_s01,99.19407152527076,79.87590252707581,703405,709120,3505,703405,5.028733368646398,4.431960920428674,10.61404858540064,5.743913688383038,0.0,393075,5.965371109248183,5.660093445747485,11.6980033840696,6.725893146201099,0.0,703405,21.355889732202947,3.885580062866101,95.46510257720936,83.94273149816671,10.838706008629453,4.898742545190893,5.939963463438559,393075,23.506823997791127,6.317722320556829,62.637961769103896,92.81654163809411,10.452966991032246,1.3409654646059912,9.112001526426255,566416,20.848024960475225,4.657940387725823,56.60318803787218,87.40898905358301,9.276750656761108,2.279773170249428,6.996977486511681,393075,23.506823997791127,6.317722320556829,62.637961769103896,92.81654163809411,10.452966991032246,1.3409654646059912,9.112001526426255,325320,10.944155482981722,4.808001518249561,21.067511177062954,48.059482617895014,2.7997049059387678,1.596274437476946,1.2034304684618222
method_a_gaussian,99.7233190433213,99.7233190433213,707158,709120,3520,707158,5.712169781329357,5.453155186728935,9.163854569475312,6.33392138072485,0.09446262362866573,253658,5.993961553260243,5.8948181619031415,9.49694079757512,6.740939346600033,0.14113491393924102,706583,7.13798066092801,4.42972755432125,23.344468116760233,13.434730934464838,2.6321040840212686,0.08675555454914709,2.5453485294721214,253658,10.972229164410987,7.046823024749682,32.0046555519104,19.185383743228993,6.044753171593248,0.07411554139826065,5.970637630194987,706583,7.13798066092801,4.42972755432125,23.344468116760233,13.434730934464838,2.6321040840212686,0.08675555454914709,2.5453485294721214,253658,10.972229164410987,7.046823024749682,32.0046555519104,19.185383743228993,6.044753171593248,0.07411554139826065,5.970637630194987,216115,7.68559617514337,6.040636062622173,19.92069597244259,11.964572625346822,1.588506119427157,0.0865280059227726,1.5019781135043841
method_b_zbuffer,35.79027527075812,35.79027527075812,253796,709120,3520,253796,1.6273476057188934,1.500048390763187,3.1394198123592134,1.819450770145085,0.0,253658,1.62696566644894,1.4996977933713078,3.1390696383848518,1.8190463280643545,0.0,253658,52.637443570302146,6.978414058685267,215.60549535751346,91.90092720534794,40.41977781106845,40.063392441791706,0.3563853692767427,253658,52.637443570302146,6.978414058685267,215.60549535751346,91.90092720534794,40.41977781106845,40.063392441791706,0.3563853692767427,253658,52.637443570302146,6.978414058685267,215.60549535751346,91.90092720534794,40.41977781106845,40.063392441791706,0.3563853692767427,253658,52.637443570302146,6.978414058685267,215.60549535751346,91.90092720534794,40.41977781106845,40.063392441791706,0.3563853692767427,216115,53.02634026871582,9.367756843566944,197.4938312530517,88.88122462062454,43.27279457696134,43.27279457696134,0.0
method_c_first_center_s05,99.79255979241877,99.7233190433213,707649,709120,3520,707649,14.266330182174496,14.527112651074168,20.462681283093616,14.802672174129402,0.0,253658,13.424010177124163,14.222555738864106,19.657834604923952,14.103358217827433,0.0,706583,24.081259436273065,20.652109146118256,54.13343257904041,31.08042434781713,19.926179939228653,0.0,19.926179939228653,253658,29.748845471401086,25.01779699325557,71.16159467697156,40.117806269832485,37.45160807070938,0.0,37.45160807070938,706583,24.081259436273065,20.652109146118256,54.13343257904041,31.08042434781713,19.926179939228653,0.0,19.926179939228653,253658,29.748845471401086,25.01779699325557,71.16159467697156,40.117806269832485,37.45160807070938,0.0,37.45160807070938,216115,24.93674078195073,22.97414493560801,50.10463237762441,32.892250129090215,29.34872637253314,0.0,29.34872637253314
method_d_first_peak_s05,99.79255979241877,99.7233190433213,707649,709120,3520,707649,10.954035837344652,11.26812785418149,16.4714456320285,11.51660889399473,0.0,253658,11.234091909726603,12.0279857812755,17.67016616454152,12.10144954922372,0.0,706583,19.344316428927833,14.610236167907686,54.14286174774153,28.1462184435293,14.987623534673208,0.0,14.987623534673208,253658,26.334109159053526,20.262591361999593,69.42904825210567,38.248549682258776,31.133652398110844,0.0,31.133652398110844,706583,19.344316428927833,14.610236167907686,54.14286174774153,28.1462184435293,14.987623534673208,0.0,14.987623534673208,253658,26.334109159053526,20.262591361999593,69.42904825210567,38.248549682258776,31.133652398110844,0.0,31.133652398110844,216115,21.07828166284436,17.948635101318278,49.01766891479502,30.46894109953066,22.084538324503157,0.0,22.084538324503157
method_e_first_peak_s01,97.72224729241877,61.83466832129964,692968,709120,3520,692968,3.9730363363216425,3.713233491525531,7.827132024726239,4.429799543871235,0.0,253658,4.5824809014290935,4.408376094915359,9.166686975140953,5.22272258075606,0.0,692336,13.026153766389323,2.8253674507141557,92.42898964881896,30.466311999816714,10.669963717039126,7.7505719766125125,2.919391740426614,253658,11.128129103514805,4.372041225433332,37.582886791229335,22.9993840493327,8.70936457750199,1.535137862791633,7.1742267147103576,438191,9.600750582982698,3.215574264526344,35.48282432556138,22.018237655723414,6.832408698489928,2.2350983931664503,4.597310305323478,253658,11.128129103514805,4.372041225433332,37.582886791229335,22.9993840493327,8.70936457750199,1.535137862791633,7.1742267147103576,216115,7.624600857141444,3.1943759918213743,21.568437004089166,17.34394571274735,2.896605973671425,1.771741896675381,1.1248640769960438
method_a_gaussian,100.0,100.0,709120,709120,3571,709120,5.945047312392153,5.084321180605416,13.452038271137827,7.309637684915621,0.3318197202166065,81375,4.518242644250007,3.881192394478544,11.217614652445727,6.03949826922735,0.22980030721966205,709120,4.903291422333768,3.0263597965240474,13.806270885467555,9.681865733937242,1.3384194494584838,0.14651962996389892,1.1918998194945847,81375,3.88317857920446,1.7557611465454093,11.510579967498801,9.170857110684167,1.2755760368663593,0.08970814132104454,1.185867895545315,709120,4.903291422333768,3.0263597965240474,13.806270885467555,9.681865733937242,1.3384194494584838,0.14651962996389892,1.1918998194945847,81375,3.88317857920446,1.7557611465454093,11.510579967498801,9.170857110684167,1.2755760368663593,0.08970814132104454,1.185867895545315,80126,3.56589815294237,1.7332658767700293,11.053711175918634,7.337326802141072,0.7987419813793275,0.09110650725107955,0.707635474128248
method_b_zbuffer,11.475490749097473,11.475490749097473,81375,709120,3571,81375,0.8404329753050395,0.83953575763947,1.3370502747410442,0.8917124400559017,0.0,81375,0.8404329753050395,0.83953575763947,1.3370502747410442,0.8917124400559017,0.0,81375,50.267580744853205,38.16252994537361,131.73330097198493,71.75151257014275,60.562826420890936,60.49032258064516,0.07250384024577573,81375,50.267580744853205,38.16252994537361,131.73330097198493,71.75151257014275,60.562826420890936,60.49032258064516,0.07250384024577573,81375,50.267580744853205,38.16252994537361,131.73330097198493,71.75151257014275,60.562826420890936,60.49032258064516,0.07250384024577573,81375,50.267580744853205,38.16252994537361,131.73330097198493,71.75151257014275,60.562826420890936,60.49032258064516,0.07250384024577573,80126,50.25064805401838,38.19827985763552,131.48794460296637,71.53236871725105,60.769288370815964,60.769288370815964,0.0
method_c_first_center_s05,100.0,100.0,709120,709120,3571,709120,7.3469609336418555,6.055899581779552,17.75393959405983,8.442536218377048,0.0,81375,7.068673379898214,5.782687768855905,17.226985988445865,8.188527152592242,0.0,709120,8.161043966006803,4.24410986900331,22.30052373409268,17.10590151092379,2.817153655234657,0.0,2.817153655234657,81375,8.100678410912444,4.301580429077134,22.843076515197723,16.420956012708466,2.7293394777265743,0.0,2.7293394777265743,709120,8.161043966006803,4.24410986900331,22.30052373409268,17.10590151092379,2.817153655234657,0.0,2.817153655234657,81375,8.100678410912444,4.301580429077134,22.843076515197723,16.420956012708466,2.7293394777265743,0.0,2.7293394777265743,80126,7.711085739338797,4.287672519683872,22.184849739074643,15.154679180247756,2.2352295135162117,0.0,2.2352295135162117
method_d_first_peak_s05,100.0,100.0,709120,709120,3571,709120,6.973830884656628,6.647050337144163,12.060520682600739,7.553484142873129,0.0,81375,6.857395889968238,6.670990113253567,12.212517177210223,7.576338375295163,0.0,709120,7.733919166985381,4.809068202972444,15.186968159675484,16.935213241366977,2.531729467509025,0.0,2.531729467509025,81375,7.881039801807085,5.287823677063042,16.225531673431387,16.179427331577944,2.2672811059907834,0.0,2.2672811059907834,709120,7.733919166985381,4.809068202972444,15.186968159675484,16.935213241366977,2.531729467509025,0.0,2.531729467509025,81375,7.881039801807085,5.287823677063042,16.225531673431387,16.179427331577944,2.2672811059907834,0.0,2.2672811059907834,80126,7.493268615566362,5.220980882644666,15.546971201896714,14.915839992570035,1.7809450116067196,0.0,1.7809450116067196
method_e_first_peak_s01,95.00451263537906,30.710458032490973,673696,709120,3571,673696,2.9211790866327285,3.0278843803879316,4.509176860065328,3.1135662375700632,0.0,81375,2.0003099353096454,1.5283801314149827,4.315884189750134,2.409973496558132,0.0,673696,18.04223973797825,1.5157942771911737,91.38352179527287,36.563636252383915,25.872351921341373,25.441593834607897,0.43075808673348215,81375,12.212018693077216,0.8768229484558132,81.44035043716438,28.66395504153733,19.25284178187404,18.744086021505378,0.5087557603686635,217774,11.485355457962715,0.9717350006103187,78.37288084030149,27.43094512388677,18.18720324740327,17.683929211016927,0.5032740363863455,81375,12.212018693077216,0.8768229484558132,81.44035043716438,28.66395504153733,19.25284178187404,18.744086021505378,0.5087557603686635,80126,12.012959742758536,0.8665785789490066,81.3561048507691,28.230001328826678,19.06122856501011,18.928936924344157,0.13229164066595114
method_a_gaussian,100.0,100.0,709120,709120,3583,709120,7.561953481509705,6.029281422115999,12.567067550754219,14.580748983069093,1.2488718411552346,395135,8.3876300727714,6.668488083689698,13.665738119954991,16.50852114780503,1.5346653675326154,709120,25.206428625475656,5.487490177154553,57.44280929565456,134.46659586533187,10.432789936823104,0.02961416967509025,10.403175767148014,395135,34.19934385315298,8.832790374755817,79.03652496337894,164.0836832077877,16.252166980905262,0.013413137282194693,16.238753843623066,709120,25.206428625475656,5.487490177154553,57.44280929565456,134.46659586533187,10.432789936823104,0.02961416967509025,10.403175767148014,395135,34.19934385315298,8.832790374755817,79.03652496337894,164.0836832077877,16.252166980905262,0.013413137282194693,16.238753843623066,286856,13.964592632860528,6.116804838180556,21.15200090408309,76.08147648810754,2.605488468081546,0.011504029896533452,2.593984438185013
method_b_zbuffer,55.72188064079422,55.72188064079422,395135,709120,3583,395135,2.124897613250113,1.7908354897925038,4.978427545894531,2.5042116353002584,0.0,395135,2.124897613250113,1.7908354897925038,4.978427545894531,2.5042116353002584,0.0,395135,134.38768345745467,10.311332702636733,799.4366487026213,361.09580174608135,38.715375757652446,37.14502638338796,1.570349374264492,395135,134.38768345745467,10.311332702636733,799.4366487026213,361.09580174608135,38.715375757652446,37.14502638338796,1.570349374264492,395135,134.38768345745467,10.311332702636733,799.4366487026213,361.09580174608135,38.715375757652446,37.14502638338796,1.570349374264492,395135,134.38768345745467,10.311332702636733,799.4366487026213,361.09580174608135,38.715375757652446,37.14502638338796,1.570349374264492,286856,160.85809736517533,13.890655517577954,952.5499184131622,396.599761139298,46.06562177538556,46.06562177538556,0.0
method_c_first_center_s05,100.0,100.0,709120,709120,3583,709120,15.943177197045879,16.25092576702945,21.76269184271345,16.39957801451429,0.0004230595667870036,395135,15.681545797297549,16.040599945541523,21.81225741748625,16.1922770853405,0.0007592341857846053,709120,54.791359651175455,23.448665618896356,121.94374003410327,189.15569497807832,33.88227662454874,0.0,33.88227662454874,395135,68.96638689224686,29.328739166259776,158.72383232116707,230.33056859743564,48.87494147569818,0.0,48.87494147569818,709120,54.791359651175455,23.448665618896356,121.94374003410327,189.15569497807832,33.88227662454874,0.0,33.88227662454874,395135,68.96638689224686,29.328739166259776,158.72383232116707,230.33056859743564,48.87494147569818,0.0,48.87494147569818,286856,40.81825238310839,23.945397138595503,59.358593940734835,134.42468027196,33.62732520846697,0.0,33.62732520846697
method_d_first_peak_s05,100.0,100.0,709120,709120,3583,709120,12.288076210812704,12.058997463159745,19.361454094451698,12.937869367538893,0.0004230595667870036,395135,13.201903160454966,13.2917725082835,21.007217026731382,14.01201496773885,0.0007592341857846053,709120,49.31728195565474,16.23100423812862,117.92391815185506,188.15965322435835,27.382530460288805,0.0,27.382530460288805,395135,64.64927021072324,24.4371795654299,156.60700645446735,229.51531989406024,41.926430207397466,0.0,41.926430207397466,709120,49.31728195565474,16.23100423812862,117.92391815185506,188.15965322435835,27.382530460288805,0.0,27.382530460288805,395135,64.64927021072324,24.4371795654299,156.60700645446735,229.51531989406024,41.926430207397466,0.0,41.926430207397466,286856,35.76347810506228,18.275784492492562,55.90006136894227,133.33420573664935,24.35228825612851,0.0,24.35228825612851
method_e_first_peak_s01,99.65196299638988,78.36388763537906,706652,709120,3583,706652,5.278937512292128,4.4433585672666185,12.785273370588955,6.324505808388165,0.0,395135,6.356344802042618,5.431638704011828,15.1286420801366,7.597443063639855,0.0,706652,26.546247597767422,3.9756021499632865,87.4436757564544,126.68775846811356,15.289421101192666,4.633681076399699,10.655740024792967,395135,33.7992314723149,7.4867362976074325,92.25279912948605,153.17094303070604,19.793235223404658,1.8788515317549697,17.91438369164969,555694,28.61603196685729,5.257095336913986,84.36037940979004,136.52780487700443,16.143597015623705,2.78120692323473,13.362390092388976,395135,33.7992314723149,7.4867362976074325,92.25279912948605,153.17094303070604,19.793235223404658,1.8788515317549697,17.91438369164969,286856,12.530153409872938,4.435525417327835,22.11834597587575,65.73610538669516,3.818640711715983,2.547619711632317,1.2710210000836657
